lemma_plural,lemma_singular,classification
pé-de-anjo,pé-de-anjo,N+NDN:ms
pé-de-atleta,pé-de-atleta,N+NDN:fs
pé-de-cabra,pé-de-cabra,N+NDN:ms
pé-de-cana,pé-de-cana,N+NDN:ms
pé-de-chumbo,pé-de-chumbo,N+NDN:ms
pé-de-galinha,pé-de-galinha,N+NDN:ms
pé-de-meia,pé-de-meia,N+NDN:ms
pé-de-mesa,pé-de-mesa,N+NDN:ms
pé-de-moleque,pé-de-moleque,N+NDN:ms
pé-de-ouvido,pé-de-ouvido,N+NDN:ms
pé-de-pato,pé-de-pato,N+NDN:ms
pé-de-pau,pé-de-pau,N+NDN:fs
pé-de-valsa,pé-de-valsa,N+NDN:ms
pé-de-vento,pé-de-vento,N+NDN:ms
pé-direito,pé-direito,N+NA:ms
pé-duro,pé-duro,N+NA:ms
pé-encarnado,pé-encarnado,N+NA:ms
pé-frio,pé-frio,N+NA:ms
pé-na-cova,pé-na-cova,N+NPN:ms
pé-no-chão,pé-no-chão,N+NPN:ms
pé-quente,pé-quente,N+NA:ms
pé-rapado,pé-rapado,N+NA:ms
pés-atrás,pé-atrás,N+NADV:mp
pés-de-altar,pé-de-altar,N+NDN:mp
pés-de-atleta,pé-de-atleta,N+NDN:fp
pés-de-cabra,pé-de-cabra,N+NDN:mp
pés-de-cana,pé-de-cana,N+NDN:mp
pés-de-chumbo,pé-de-chumbo,N+NDN:mp
pés-de-galinha,pé-de-galinha,N+NDN:mp
pés-de-meia,pé-de-meia,N+NDN:mp
pés-de-mesa,pé-de-mesa,N+NDN:mp
pés-de-moleque,pé-de-moleque,N+NDN:mp
pés-de-ouvido,pé-de-ouvido,N+NDN:mp
pés-de-pato,pé-de-pato,N+NDN:mp
pés-de-pau,pé-de-pau,N+NDN:fp
pés-de-valsa,pé-de-valsa,N+NDN:mp
pés-de-vento,pé-de-vento,N+NDN:mp
pés-direitos,pé-direito,N+NA:mp
pés-duros,pé-duro,N+NA:mp
pés-encarnados,pé-encarnado,N+NA:mp
pés-frios,pé-frio,N+NA:mp
pés-na-cova,pé-na-cova,N+NDN:mp
pés-no-chão,pé-no-chão,N+NDN:mp
pés-quentes,pé-quente,N+NA:mp
pés-rapados,pé-rapado,N+NA:mp
pê-eme,pê-eme,N+NN:ms:fs
pê-emes,pê-eme,N+NN:mp:fp
pó-de-arroz,pó-de-arroz,N+NDN:ms
pós-data,pós-data,N+XN:fs
pós-datado,pós-datado,A+XA:ms
pós-datados,pós-datado,A+XA:mp
pós-datas,pós-data,N+XN:fp
pós-de-arroz,pó-de-arroz,N+NDN:mp
pós-doutorado,pós-doutorado,N+XN:ms
pós-doutorados,pós-doutorado,N+XN:mp
pós-doutoramento,pós-doutoramento,N+XN:ms
pós-escrita,pós-escrito,A+XA:fs
pós-escritas,pós-escrito,A+XA:fp
pós-escrito,pós-escrito,A+XA:ms
pós-escritos,pós-escrito,A+XA:mp
pós-graduada,pós-graduado,A+XA:fs
pós-graduadas,pós-graduado,A+XA:fp
pós-graduado,pós-graduado,A+XA:ms
pós-graduados,pós-graduado,A+XA:mp
pós-graduanda,pós-graduando,N+XN:fs
pós-graduandas,pós-graduando,N+XN:fp
pós-graduando,pós-graduando,N+XN:ms
pós-graduandos,pós-graduando,N+XN:mp
pós-graduação,pós-graduação,N+XN:fs
pós-graduações,pós-graduação,N+XN:fp
pós-guerra,pós-guerra,N+XN:ms
pós-guerras,pós-guerra,N+XN:mp
pós-impressionismo,pós-impressionismo,N+XN:ms
pós-impressionismos,pós-impressionismo,N+XN:mp
pós-impressionista,pós-impressionista,A+XA:ms:fs
pós-impressionistas,pós-impressionista,A+XA:mp:fp
pós-operatório,pós-operatório,A+XA:ms
pós-operatórios,pós-operatório,A+XA:mp
pós-simbolista,pós-simbolista,A+XA:ms:fs
pós-simbolistas,pós-simbolista,A+XA:mp:fp
pós-socrático,pós-socrático,A+XA:ms
pós-socráticos,pós-socrático,A+XA:mp
pôr-do-sol,pôr-do-sol,N+VDN:ms
pública-forma,pública-forma,N+NN:fs
públicas-formas,pública-forma,N+NN:fp
público-alvo,público-alvo,N+NN:ms
quadro-negro,quadro-negro,N+NA:ms
quadros-negros,quadro-negro,N+NA:mp
quarta-de-final,quarta-de-final,N+DETDN:fs
quarta-doença,quarta-doença,N+DETN:fs
quarta-feira,quarta-feira,N+DETN:fs
quartas-de-final,quarta-de-final,N+DETDN:fp
quartas-doenças,quarta-doença,N+DETN:fp
quartas-feiras,quarta-feira,N+DETN:fp
quartel-general,quartel-general,N+NA:ms
quarto-e-sala,quarto-e-sala,N+NCONJN:ms
quarto-e-salas,quarto-e-sala,N+NCONJN:mp
quartos-e-salas,quarto-e-sala,N+NCONJN:mp
quartéis-generais,quartel-general,N+NA:mp
quatro-cantos,quatro-cantos,N+DETN:ms:mp
quatro-olhos,quatro-olhos,N+DETN:ms:mp:fs:fp
quatro-quartos,quatro-quartos,N+DETN:ms:mp
quebra-cabeça,quebra-cabeça,N+VN:ms
quebra-cabeças,quebra-cabeça,N+VN:mp
quebra-galho,quebra-galho,N+VN:ms
quebra-galhos,quebra-galho,N+VN:mp
quebra-gelos,quebra-gelos,N+VN:ms:mp
quebra-luz,quebra-luz,N+VN:ms
quebra-luzes,quebra-luz,N+VN:mp
quebra-mar,quebra-mar,N+VN:ms
quebra-mares,quebra-mar,N+VN:mp
quebra-molas,quebra-molas,N+VN:ms:mp
quebra-nozes,quebra-nozes,N+VN:ms:mp
quebra-pau,quebra-pau,N+VN:ms
quebra-paus,quebra-pau,N+VN:mp
quebra-quebra,quebra-quebra,N+VV:ms
quebra-quebras,quebra-quebra,N+VV:mp
quebra-queixo,quebra-queixo,A+VN:ms:fs
quebra-queixos,quebra-queixo,A+VN:mp:fp
quebra-vento,quebra-vento,N+VN:ms
quebra-ventos,quebra-vento,N+VN:mp
queda-de-braço,queda-de-braço,N+NDN:fs
quedas-de-braço,queda-de-braço,N+NDN:fp
queijo-de-minas,queijo-de-minas,N+NDN:ms
queijos-de-minas,queijo-de-minas,N+NDN:mp
queima-roupa,queima-roupa,N+NN:fs
queixa-crime,queixa-crime,N+NN:fs
queixas-crime,queixa-crime,N+NN:fp
queixas-crimes,queixa-crime,N+NN:fp
quero-quero,quero-quero,N+VV:ms
quero-queros,quero-quero,N+VV:mp
quilowatt-hora,quilowatt-hora,N+NN:ms
quinta-coluna,quinta-coluna,N+DETN:ms:fs
quinta-essência,quinta-essência,N+DETN:fs
quinta-essências,quinta-essência,N+DETN:fp
quinta-feira,quinta-feira,N+DETN:fs
quintas-colunas,quinta-coluna,N+DETN:mp:fp
quintas-feiras,quinta-feira,N+DETN:fp
químico-físico,químico-físico,A+NA:ms
químico-físicos,químico-físico,A+NA:mp
químico-industriais,químico-industrial,A+NA:mp:fp
químico-industrial,químico-industrial,A+NA:ms:fs
rabo-de-arraia,rabo-de-arraia,N+NDN:ms
rabo-de-cavalo,rabo-de-cavalo,N+NDN:ms
rabo-de-galo,rabo-de-galo,N+NDN:ms
rabo-de-peixe,rabo-de-peixe,N+NDN:ms
rabo-de-saia,rabo-de-saia,N+NDN:ms
rabo-de-tatu,rabo-de-tatu,N+NDN:ms
rabos-de-arraia,rabo-de-arraia,N+NDN:mp
rabos-de-cavalo,rabo-de-cavalo,N+NDN:mp
rabos-de-galo,rabo-de-galo,N+NDN:mp
rabos-de-peixe,rabo-de-peixe,N+NDN:mp
rabos-de-saia,rabo-de-saia,N+NDN:mp
rabos-de-tatu,rabo-de-tatu,N+NDN:mp
ratão-do-banhado,ratão-do-banhado,N+NDN:ms
ratões-do-banhado,ratão-do-banhado,N+NDN:mp
raul-soarense,raul-soarense,A+NA:ms:fs
raul-soarenses,raul-soarense,A+NA:mp:fp
ray-ban,ray-ban,N+NN:ms
realejo-de-boca,realejo-de-boca,N+NDN:ms
realejos-de-boca,realejo-de-boca,N+NDN:mp
reco-reco,reco-reco,N+NN:ms
reco-recos,reco-reco,N+NN:mp
recém-aberto,recém-aberto,A+XA:ms
recém-abertos,recém-aberto,A+XA:mp
recém-admitido,recém-admitido,A+XA:ms
recém-admitidos,recém-admitido,A+XA:mp
recém-chegado,recém-chegado,A+XA:ms
recém-chegados,recém-chegado,A+XA:mp
recém-criada,recém-criado,A+XA:fs
recém-criadas,recém-criado,A+XA:fp
recém-criado,recém-criado,A+XA:ms
recém-criados,recém-criado,A+XA:mp
recém-fabricado,recém-fabricado,A+XA:ms
recém-fabricados,recém-fabricado,A+XA:mp
recém-fechado,recém-fechado,A+XA:ms
recém-fechados,recém-fechado,A+XA:mp
recém-formada,recém-formado,A+XA:fs
recém-formadas,recém-formado,A+XA:fp
recém-formado,recém-formado,A+XA:ms
recém-formados,recém-formado,A+XA:mp
recém-nascida,recém-nascido,A+XA:fs
recém-nascidas,recém-nascido,A+XA:fp
recém-nascido,recém-nascido,A+XA:ms
recém-nascidos,recém-nascido,A+XA:mp
recém-plantado,recém-plantado,A+XA:ms
recém-plantados,recém-plantado,A+XA:mp
recém-publicado,recém-publicado,A+XA:ms
recém-publicados,recém-publicado,A+XA:mp
recém-saído,recém-saído,A+XA:ms
recém-saídos,recém-saído,A+XA:mp
rega-bofe,rega-bofe,N+VN:ms
rega-bofes,rega-bofe,N+VN:mp
regra-de-fé,regra-de-fé,N+NDN:fs
regra-três,regra-três,N+NDET:ms
regras-de-fé,regra-de-fé,N+NDN:fp
regras-três,regra-três,N+NDET:mp
relações-públicas,relações-públicas,N+NA:ms:mp:fs:fp
rendez-vous,rendez-vous,N+NN:ms
reto-românica,reto-românico,A+NA:fs
reto-românicas,reto-românico,A+NA:fp
reto-românico,reto-românico,A+NA:ms
reto-românicos,reto-românico,A+NA:mp
ribeiro-pinhalense,ribeiro-pinhalense,A+NA:ms:fs
ribeiro-pinhalenses,ribeiro-pinhalense,A+NA:mp:fp
ribeirão-bonitense,ribeirão-bonitense,A+NA:ms:fs
ribeirão-bonitenses,ribeirão-bonitense,A+NA:mp:fp
ribeirão-branquense,ribeirão-branquense,A+NA:ms:fs
ribeirão-branquenses,ribeirão-branquense,A+NA:mp:fp
ribeirão-clarense,ribeirão-clarense,A+NA:ms:fs
ribeirão-clarenses,ribeirão-clarense,A+NA:mp:fp
ribeirão-pretano,ribeirão-pretano,A+NA:ms
ribeirão-pretanos,ribeirão-pretano,A+NA:mp
rica-dama,rica-dama,N+AN:fs
ricas-damas,rica-dama,N+AN:fp
rico-homem,rico-homem,N+AN:ms
rico-homens,rico-homem,N+AN:mp
rio-acimense,rio-acimense,A+NA:ms:fs
rio-acimenses,rio-acimense,A+NA:mp:fp
rio-bonitense,rio-bonitense,A+NA:ms:fs
rio-bonitenses,rio-bonitense,A+NA:mp:fp
rio-branquense,rio-branquense,A+NA:ms:fs
rio-branquenses,rio-branquense,A+NA:mp:fp
rio-rilhantense,rio-brilhantense,A+NA:ms:fs
rio-brilhantenses,rio-brilhantense,A+NA:mp:fp
rio-casquense,rio-casquense,A+NA:ms:fs
rio-casquenses,rio-casquense,A+NA:mp:fp
rio-clarense,rio-clarense,A+NA:ms:fs
rio-clarenses,rio-clarense,A+NA:mp:fp
rio-contense,rio-contense,A+NA:ms:fs
rio-contenses,rio-contense,A+NA:mp:fp
rio-esperense,rio-esperense,A+NA:ms:fs
rio-esperenses,rio-esperense,A+NA:mp:fp
rio-florense,rio-florense,A+NA:ms:fs
rio-florenses,rio-florense,A+NA:mp:fp
rio-formosense,rio-formosense,A+NA:ms:fs
rio-formosenses,rio-formosense,A+NA:mp:fp
rio-grandense-do-norte,rio-grandense-do-norte,A+NADN:ms:fs
rio-grandense-do-sul,rio-grandense-do-sul,A+NADN:ms:fs
rio-grandenses-do-norte,rio-grandense-do-norte,A+NADN:mp:fp
rio-grandenses-do-sul,rio-grandense-do-sul,A+NADN:mp:fp
rio-larguense,rio-larguense,A+NA:ms:fs
rio-larguenses,rio-larguense,A+NA:mp:fp
rio-negrense,rio-negrense,A+NA:ms:fs
rio-negrenses,rio-negrense,A+NA:mp:fp
rio-novense,rio-novense,A+NA:ms:fs
rio-novenses,rio-novense,A+NA:mp:fp
rio-pardense,rio-pardense,A+NA:ms:fs
rio-pardenses,rio-pardense,A+NA:mp:fp
rio-pedrense,rio-pedrense,A+NA:ms:fs
rio-pedrenses,rio-pedrense,A+NA:mp:fp
rio-platense,rio-platense,A+NA:ms:fs
rio-platenses,rio-platense,A+NA:mp:fp
rio-pombense,rio-pombense,A+NA:ms:fs
rio-pombenses,rio-pombense,A+NA:mp:fp
rio-pretense,rio-pretense,A+NA:ms:fs
rio-pretenses,rio-pretense,A+NA:mp:fp
rio-realense,rio-realense,A+NA:ms:fs
rio-realenses,rio-realense,A+NA:mp:fp
rio-salense,rio-salense,A+NA:ms:fs
rio-salenses,rio-salense,A+NA:mp:fp
rio-sulense,rio-sulense,A+NA:ms:fs
rio-sulenses,rio-sulense,A+NA:mp:fp
rio-tintense,rio-tintense,A+NA:ms:fs
rio-tintenses,rio-tintense,A+NA:mp:fp
rio-verdense,rio-verdense,A+NA:ms:fs
rio-verdenses,rio-verdense,A+NA:mp:fp
rio-vermelhense,rio-vermelhense,A+NA:ms:fs
rio-vermelhenses,rio-vermelhense,A+NA:mp:fp
rock-and-roll,rock-and-roll,N+NCONJN:ms
roda-de-pau,roda-de-pau,N+NDN:fs
roda-gigante,roda-gigante,N+NA:fs
roda-viva,roda-viva,N+NA:fs
rodas-de-pau,roda-de-pau,N+NDN:fp
rodas-gigantes,roda-gigante,N+NA:fp
rodas-vivas,roda-viva,N+NA:fp
roleta-russa,roleta-russa,N+NA:fs
roletas-russas,roleta-russa,N+NA:fp
rolls royce,rolls royce,N+NN:ms:mp:fs:fp
roman-fleuve,roman-fleuve,N+NN:ms
rosa-cruz,rosa-cruz,N+NN:fs
rosa-da-índia,rosa-da-índia,N+NDN:fs
rosa-dos-ventos,rosa-dos-ventos,N+NDN:fs
rosas-da-índia,rosa-da-índia,N+NDN:fp
rosas-dos-ventos,rosa-dos-ventos,N+NDN:fp
rubro-negro,rubro-negro,A+NA:ms
rubro-negros,rubro-negro,A+NA:mp
ruge-ruge,ruge-ruge,N+VV:ms
ruge-ruges,ruge-ruge,N+VV:mp
rui-barbosense,rui-barbosense,A+NA:ms:fs
rui-barbosenses,rui-barbosense,A+NA:mp:fp
russo-americano,russo-americano,A+NA:ms
russo-americanos,russo-americano,A+NA:mp
russo-branco,russo-branco,A+NA:ms
russo-brancos,russo-branco,A+NA:mp
régua-tê,régua-tê,N+NN:fs
réguas-tê,régua-tê,N+NN:fp
réguas-tês,régua-tê,N+NN:fp
rés-do-chão,rés-do-chão,N+ADN:ms:mp
sabe-tudo,sabe-tudo,N+VPRO:ms:mp:fs:fp
saca-bocado,saca-bocado,N+VN:ms
saca-bocados,saca-bocado,N+VN:mp
saca-rolha,saca-rolha,N+VN:ms
saca-rolhas,saca-rolha,N+VN:mp
saia-calça,saia-calça,N+NN:fs
saia-envelope,saia-envelope,N+NN:fs
saias-calças,saia-calça,N+NN:fp
saias-envelope,saia-envelope,N+NN:fp
saias-envelopes,saia-envelope,N+NN:fp
sala-de-dança,sala-de-dança,N+NDN:ms
sala-e-quarto,sala-e-quarto,N+NCONJN:ms
sala-e-quartos,sala-e-quarto,N+NCONJN:mp
salas-de-dança,sala-de-dança,N+NDN:mp
salas-e-quartos,sala-e-quarto,N+NCONJN:mp
salsa-americana,salsa-americana,N+NA:fs
salsa-ardente,salsa-ardente,N+NA:fs
salsa-crespa,salsa-crespa,N+NA:fs
salsa-da-praia,salsa-da-praia,N+NDN:fs
salsa-do-brejo,salsa-do-brejo,N+NDN:fs
salsa-do-rio-grande-do-sul,salsa-do-rio-grande-do-sul,N+NDNNDN:fs
salsas-americanas,salsa-americana,N+NA:fp
salsas-ardentes,salsa-ardente,N+NA:fp
salsas-crespas,salsa-crespa,N+NA:fp
salsas-da-praia,salsa-da-praia,N+NDN:fp
salsas-do-brejo,salsa-do-brejo,N+NDN:fp
salsas-do-rio-grande-do-sul,salsa-do-rio-grande-do-sul,N+NDNNDN:fp
salto-grandense,salto-grandense,A+NA:ms:fs
salto-grandenses,salto-grandense,A+NA:mp:fp
salto-mortal,salto-mortal,N+NA:ms
saltos-mortais,salto-mortal,N+NA:mp
salva-vidas,salva-vidas,A+VN:ms:mp:fs:fp
salve-rainha,salve-rainha,N+VN:fs
salve-rainhas,salve-rainha,N+VN:fp
salve-se-quem-puder,salve-se-quem-puder,N+VPROV:ms:mp
salvo-conduto,salvo-conduto,N+NN:ms
salvo-condutos,salvo-conduto,N+NN:mp
salvos-condutos,salvo-conduto,N+NN:mp
salário-base,salário-base,N+NN:ms
salário-família,salário-família,N+NN:ms
salário-mínimo,salário-mínimo,N+NA:ms
salários-base,salário-base,N+NN:mp
salários-bases,salário-base,N+NN:mp
salários-família,salário-família,N+NN:mp
salários-famílias,salário-família,N+NN:mp
salários-mínimos,salário-mínimo,N+NA:mp
samba-canção,samba-canção,N+NN:ms
samba-de-roda,samba-de-roda,N+NDN:ms
samba-enredo,samba-enredo,N+NN:ms
sambas-canção,samba-canção,N+NN:mp
sambas-canções,samba-canção,N+NN:mp
sambas-de-roda,samba-de-roda,N+NDN:mp
sambas-enredo,samba-enredo,N+NN:mp
sambas-enredos,samba-enredo,N+NN:mp
sangue-frio,sangue-frio,N+NA:ms
sangues-frios,sangue-frio,N+NA:mp
sans-culotte,sans-culotte,N+PN:ms
santa-adeliense,santa-adeliense,A+NA:ms:fs
santa-adelienses,santa-adeliense,A+NA:mp:fp
santa-angelense,santa-angelense,A+NA:ms:fs
santa-barbarense,santa-barbarense,A+NA:ms:fs
santa-barbarenses,santa-barbarense,A+NA:mp:fp
santa-branquense,santa-branquense,A+NA:ms:fs
santa-branquenses,santa-branquense,A+NA:mp:fp
santa-clarense,santa-clarense,A+NA:ms:fs
santa-clarenses,santa-clarense,A+NA:mp:fp
santa-cristense,santa-cristense,A+NA:ms:fs
santa-cristenses,santa-cristense,A+NA:mp:fp
santa-cruzense,santa-cruzense,A+NA:ms:fs
santa-cruzenses,santa-cruzense,A+NA:mp:fp
santa-feense,santa-feense,A+NA:ms:fs
santa-feenses,santa-feense,A+NA:mp:fp
santa-fé,santa-fé,N+AN:fs
santa-fé-sulense,santa-fé-sulense,A+NNA:ms:fs
santa-fé-sulenses,santa fé-sulense,A+NNA:mp:fp
santa-fés,santa-fé,N+AN:fp
santa-gertrudense,santa-gertrudense,A+NA:ms:fs
santa-gertrudenses,santa-gertrudense,A+NA:mp:fp
santa-helenense,santa-helenense,A+NA:ms:fs
santa-helenenses,santa-helenense,A+NA:mp:fp
santa-ineense,santa-ineense,A+NA:ms:fs
santa-ineenses,santa-ineense,A+NA:mp:fp
santa-julianense,santa-julianense,A+NA:ms:fs
santa-julianenses,santa-julianense,A+NA:mp:fp
santa-lucense,santa-lucense,A+NA:ms:fs
santa-lucenses,santa-lucense,A+NA:mp:fp
santa-luciense,santa-luciense,A+NA:ms:fs
santa-lucienses,santa-luciense,A+NA:mp:fp
santa-luziense,santa-luziense,A+NA:ms:fs
santa-luzienses,santa-luziense,A+NA:mp:fp
santa-margaridense,santa-margaridense,A+NA:ms:fs
santa-margaridenses,santa-margaridense,A+NA:mp:fp
santa-marianense,santa-marianense,A+NA:ms:fs
santa-marianenses,santa-marianense,A+NA:mp:fp
santa-mariense,santa-mariense,A+NA:ms:fs
santa-marienses,santa-mariense,A+NA:mp:fp
santa-ritense,santa-ritense,A+NA:ms:fs
santa-ritenses,santa-ritense,A+NA:mp:fp
santa-rosense,santa-rosense,A+NA:ms:fs
santa-rosenses,santa-rosense,A+NA:mp:fp
santa-vitoriense,santa-vitoriense,A+NA:ms:fs
santa-vitorienses,santa-vitoriense,A+NA:mp:fp
santas-fés,santa-fé,N+AN:fp
santo-amarense,santo-amarense,A+NA:ms:fs
santo-amarenses,santo-amarense,A+NA:mp:fp
santo-angelense,santo-angelense,A+NA:ms:fs
santo-angelenses,santo-angelense,A+NA:mp:fp
santo-antoniense,santo-antoniense,A+NA:ms:fs
santo-antonienses,santo-antoniense,A+NA:mp:fp
santo-cristense,santo-cristense,A+NA:ms:fs
santo-cristenses,santo-cristense,A+NA:mp:fp
santo-daime,santo-daime,N+AN:ms
santo-daimes,santo-daime,N+AN:mp
santo-e-senha,santo-e-senha,N+NCONJN:ms
santo-e-senhas,santo-e-senha,N+NCONJN:mp
santo-estevense,santo-estevense,A+NA:ms:fs
santo-estevenses,santo-estevense,A+NA:mp:fp
santo-inaciense,santo-inaciense,A+NA:ms:fs
santo-inacienses,santo-inaciense,A+NA:mp:fp
sapé-açuense,sapé-açuense,A+NA:ms:fs
sapé-açuenses,sapé-açuense,A+NA:mp:fp
savoir-faire,savoir-faire,N+VV:ms
savoir-vivre,savoir-vivre,N+VV:ms
saída-de-banho,saída-de-banho,N+NDN:fs
saída-de-praia,saída-de-praia,N+NDN:fs
saídas-de-banho,saída-de-banho,N+NDN:fp
saídas-de-praia,saída-de-praia,N:fp
secretário-geral,secretário-geral,N+NA:ms
secretários-gerais,secretário-geral,N+NA:mp
segunda-feira,segunda-feira,N+DETN:fs
segundas-feiras,segunda-feira,N+DETN:fp
seguro-desemprego,seguro-desemprego,N+NN:ms
seguro-saúde,seguro-saúde,N+NN:ms
seguros-desemprego,seguro-desemprego,N+NN:mp
seguros-saúde,seguro-saúde,N+NN:mp
sem-cerimônia,sem-cerimônia,N+PN:fs
sem-cerimônias,sem-cerimônia,N+PN:fp
sem-família,sem-família,N+PN:ms:mp:fs:fp
sem-fim,sem-fim,N+PN:ms
sem-fins,sem-fim,N+PN:mp
sem-lar,sem-lar,N+PN:ms:mp:fs:fp
sem-par,sem-par,A+PN:ms:mp:fs:fp
sem-razão,sem-razão,N+PN:fs
sem-razões,sem-razão,N+PN:fp
sem-sal,sem-sal,A+PN:ms:mp:fs:fp
sem-terra,sem-terra,N+PN:ms:mp:fs:fp
sem-teto,sem-teto,N+PN:ms:mp:fs:fp
sem-vergonha,sem-vergonha,A+PN:ms:mp:fs:fp
sem-vergonhice,sem-vergonhice,N+PN:fs
sem-vergonhices,sem-vergonhice,N+PN:fp
sem-vergonhismo,sem-vergonhismo,N+PN:ms
sem-vergonhismos,sem-vergonhismo,N+PN:mp
semi-aberto,semi-aberto,A+XA:ms
semi-analfabeto,semi-analfabeto,A+XA:ms
semi-analfabetos,semi-analfabeto,AXA:mp
semi-automático,semi-automático,A+XA:ms
semi-automáticos,semi-automático,A+XA:mp
semi-interno,semi-interno,A+XA:ms
semi-internos,semi-interno,A+XA:mp
semi-oculto,semi-oculto,A+XA:ms
semi-ocultos,semi-oculto,A+XA:mp
semi-reta,semi-reta,N+XN:fs
semi-retas,semi-reta,N+XN:fp
semi-selvagem,semi-selvagem,A+XA:ms:fs
semi-selvagens,semi-selvagem,A+XA:mp:fp
semi-sono,semi-sono,N+XN:ms
semi-sonos,semi-sono,N+XN:mp
semi-submersíveis,semi-submersível,A+XA:mp:fp
semi-submersível,semi-submersível,A+XA:ms:fs
semi-árido,semi-árido,A+XA:ms
semi-áridos,semi-árido,A+XA:mp
semi-úmido,semi-úmido,A+XA:ms
semi-úmidos,semi-úmido,A+XA:mp
sempre-viva,sempre-viva,NADVN:fs
sempre-vivas,sempre-viva,N+ADVN:fp
senhor-de-engenho,senhor-de-engenho,N+NDN:ms
senhores-de-engenho,senhor-de-engenho,N+NDN:mp
sento-seense,sento-seense,A+NA:ms:fs
sento-seenses,sento-seense,A+NA:mp:fp
serra-azulense,serra-azulense,A+NA:ms:fs
serra-azulenses,serra-azulense,A+NA:mp:fp
serra-branquense,serra-branquense,A+NA:ms:fs
serra-branquenses,serra-branquense,A+NA:mp:fp
serra-caiadense,serra-caiadense,A+NA:ms:fs
serra-caiadenses,serra-caiadense,A+NA:mp:fp
serra-grandense,serra-grandense,A+NA:ms:fs
serra-grandenses,serra-grandense,A+NA:mp:fp
serra-negrense,serra-negrense,A+NA:ms:fs
serra-negrenses,serra-negrense,A+NA:mp:fp
serra-pau,serra-pau,N+VN:ms
serra-paus,serra-pau,N+VN:mp
serra-pretense,serra-pretense,A+NA:ms:fs
serra-pretenses,serra-pretense,A+NA:mp:fp
serra-redondense,serra-redondense,A+NA:ms:fs
serra-redondenses,serra-redondense,A+NA:mp:fp
serra-serra,serra-serra,N+VV:ms
serra-serras,serra-serra,N+VV:mp
serra-talhadense,serra-talhadense,A+NA:ms:fs
serra-talhadenses,serra-talhadense,A+NA:mp:fp
servo-croata,servo-croata,A+NA:ms:fs
servo-croatas,servo-croata,A+NA:mp:fp
sessenta-e-nove,sessenta-e-nove,N+DETCONJDET:ms:mp
sessenta-e-um,sessenta-e-um,N+DETCONJDET:ms:mp
sete-barbas,sete-barbas,N+DETN:ms:mp
sete-belo,sete-belo,N+DETA:ms
sete-chagas,sete-chagas,N+DETN:fs:fp
sete-e-meio,sete-e-meio,N+DETCONJDET:ms
sete-e-meios,sete-e-meio,N+DETCONJDET:mp
sete-pontense,sete-pontense,A+NA:ms:fs
sete-pontenses,sete-pontense,A+NA:mp:fp
setes-belos,sete-belo,N+DETA:mp
seu-vizinho,seu-vizinho,N+PRON:ms
seus-vizinhos,seu-vizinho,N+PRON:mp
sexta-feira,sexta-feira,N+DETN:fs
sextas-feiras,sexta-feira,N+DETN:fp
side-car,side-car,N+NN:ms
silk-screen,silk-screen,N+NN:ms
silva-jardinense,silva-jardinense,A+NA:ms:fs
silva-jardinenses,silva-jardinense,A+NA:mp:fp
simplício-mendense,simplício-mendense,A+NA:ms:fs
simplício-mendenses,simplício-mendense,A+NA:mp:fp
simão-diense,simão-diense,A+NA:ms:fs
simão-dienses,simão-diense,A+NA:mp:fp
sinais-da-cruz,sinal-da-cruz,N+NDN:mp
sinal-da-cruz,sinal-da-cruz,N+NDN:ms
sinhá-moça,sinhá-moça,N+NN:fs
sinhás-moças,sinhá-moça,N+NN:fp
sino-russo,sino-russo,A+NA:ms
sino-russos,sino-russo,A+NA:mp
sobre-humana,sobre-humano,A+XA:fs
sobre-humanas,sobre-humano,A+XA:fp
sobre-humano,sobre-humano,A+XA:ms
sobre-humanos,sobre-humano,A+XA:mp
sobre-rolda,sobre-rolda,N+XN:ms:fs
sobre-roldas,sobre-rolda,N+XN:mp:fp
sobre-saia,sobre-saia,N+XN:fs
sobre-saias,sobre-saia,N+XN:fp
soco-inglês,soco-inglês,N+NA:ms
socos-ingleses,soco-inglês,N+NA:mp
sofá-cama,sofá-cama,N+NN:ms
sofás-camas,sofá-cama,N+NN:mp
sossega-leão,sossega-leão,N+VN:ms
sossega-leões,sossega-leão,N+VN:mp
strip-tease,strip-tease,N+VV:ms
strip-teaser,strip-teaser,N+VN:ms:fs
sub-bailio,sub-bailio,N+XN:ms
sub-bailios,sub-bailio,N+XN:mp
sub-balio,sub-balio,N+XN:ms
sub-balios,sub-balio,N+XN:mp
sub-base,sub-base,N+XN:fs
sub-bases,sub-base,N+XN:fp
sub-bibliotecária,sub-bibliotecário,N+XN:fs
sub-bibliotecárias,sub-bibliotecário,N+XN:fp
sub-bibliotecário,sub-bibliotecário,N+XN:ms
sub-bibliotecários,sub-bibliotecário,N+XN:mp
sub-bilabiada,sub-bilabiado,A+XA:fs
sub-bilabiadas,sub-bilabiado,A+XA:fp
sub-bilabiado,sub-bilabiado,A+XA:ms
sub-bilabiados,sub-bilabiado,A+XA:mp
sub-bosque,sub-bosque,N+XN:ms
sub-bosques,sub-bosque,N+XN:mp
sub-braquicéfala,sub-braquicéfalo,A+XA:fs
sub-braquicéfalas,sub-braquicéfalo,A+XA:fp
sub-braquicéfalo,sub-braquicéfalo,A+XA:ms
sub-braquicéfalos,sub-braquicéfalo,A+XA:mp
sub-ramo,sub-ramo,N+XN:ms
